lat,lon,age (Ma),ORE_TONNAGE_MT,CU_PERCENT,MO_PERCENT,AU_GT,AG_GT,weight
49.31421,-120.55722,201.6, , , , , ,1
62.01446,155.92773, ,800,0.5,0.02,0.05,1,6
31.126,59.275,33.6, , , , , ,1
29.9917,55.9917,30.86, , , , , ,1
40.36969,-115.0848, , , , , , ,1
-0.415,132.636, , , , , , ,1
29.60734,92.57632,14.18, , , , , ,1
40.6912,40.4016,49.95, , , , , ,1
41.89334,27.55854,80.94, , , , , ,1
39.414,38.447,51.9, , , , , ,1
39.886,29.639,83.25, , , , , ,1
41.92762,27.4021,76.96,270.5,0.28,0.003, , ,5
41.0833,41.8667,83.25, , , , , ,1
45.87,22.87,13.3,20,0.7, ,0.5, ,2
49.75,-74.317, ,2.289,1.874, ,0.194, ,2
39.00744,46.05747,39.52,14.4,0.44,0.015, , ,2
58.23444,-131.73307,219.15, , , , , ,1
41.075,23.14167, , , , , , ,1
16.3308,121.4531,24.8,66.3,0.383, ,1.053,2.082,3
40.1366,27.1467,49.3, , , , , ,1
40.50278,23.77917, , , , , , ,1
40.50417,23.79028, , , , , , ,1
16.56666,120.8, ,160,0.433,0.005,0.388,2.5,4
-17.2483,145.0806,285,20,0.25, , , ,2
55.82811,-125.30252,177.4, , , , , ,1
36.4,57.7083, , , , , , ,1
41.13889,22.94583,18, , , , , ,1
36.5,49.25,28.59, , , , , ,1
14.95881,120.33598,2.7,85.86,0.355,0.003,0.746,2,3
40.1399,46.777, , , , , , ,1
43.034,21.425,15, , , , , ,1
40.75277,45.91114,122.75,117,0.354, , , ,4
50.66471,-120.48582,204,2.685,0.38, ,0.27, ,2
50.00281,-119.77832, , , , , , ,1
43.75377,22.05609, , , , , , ,1
37.8021,31.8937,12.81, , , , , ,1
-37.58761,148.00351,406.25, , , , , ,1
41.16667,22.76111,44.52, , , , , ,1
50.11667,19.95,343, , , , , ,1
3.51667,-75.03333,166, , , , , ,1
-34.28333,-70.11667,3.419, , , , , ,1
48.25,-79.07,2700.1,36,0.15, , , ,3
29.38333,88.38333,14,420,0.65, ,0.7, ,5
35.5,128.633, , , , , , ,1
44.0044,82.4045,290, , , , , ,1
55.24781,-126.16812,51,40.82,0.25,0.01, , ,3
55.88531,-125.33752,184, , , , , ,1
26.70868,-100.98632, , , , , , ,1
-18.29,-69.72167,14, , , , , ,1
32.96149,-109.67455,58,545,0.497, ,0.041,0.828,5
50.32171,-120.84942,206.3,13.114,0.39,0.0037,0.025,2.362,2
19.55,-71.78333, ,189.491,0.3,0.0023,0.05,1.12,4
32.01759,-110.05114,57.5, , , , , ,1
42.892,22.874,83.25, , , , , ,1
46.044,22.954,12.81, , , , , ,1
41.175,22.8,44.52, , , , , ,1
29.55735,89.99865,14.18, , , , , ,1
44.0867,106.316,290, , , , , ,1
35.542,118.318, , , , , , ,1
49.34671,-120.54442,201.6, , , , , ,1
22.8833,121.1917, , , , , , ,1
44.23226,21.93225,80.73,790,0.23,0.001,0.2,0.1,6
46.1,111.0833,290, , , , , ,1
54.52358,59.5892, , , , , , ,1
50.2403,125.7779,475.9,951,0.46,0.13, , ,6
32.81667,83.4,118,287.234,0.94, ,0.21, ,5
32.8328,83.4406,118,750,0.72, ,0.23, ,6
31.03908,97.95421,37.5,248,0.38,0.04,0.06, ,5
41.1268,41.7303,83.25, , , , , ,1
38.5484,47.5368,35, , , , , ,1
4.213,97.209, , , , , , ,1
31.92209,-111.05708,57.5,90.72,0.53, , , ,3
52.6594,141.2488,78.25, , , , , ,1
55.18421,-124.86282,186.9,26.309,0.41, , ,3.4,3
44.38268,-110.00158,44.95, , , , , ,1
58.48391,-129.10722,186,102.5,0.296,0.0098,0.08, ,4
48.08333,-77.66667, ,5,0.2,0.02, , ,2
-21.92056,-68.8325,39.1,3266,0.435,0.0062,0.012,0.868,6
30.84482,-110.20095,60.9, , , , , ,1
28.03279,-113.39689,164.1,2206.646,0.413,0.0063, , ,6
-31.25,-67.36667,299.9, , , , , ,1
30.44958,-109.77138,56.8,4,0.6, , , ,2
20.14167,-75.95,52, , , , , ,1
29.89,-110.66056,53.6,293.8,0.052,0.0621, , ,5
27.43324,-114.30065, , , , , , ,1
-7.01667,-78.31667,17.43,1581,0.374,0.0109,0.093,2.36,6
-4.25,-78.95,157.4, , , , , ,1
-21.11667,-68.73333,251.5, , , , , ,1
-24.13333,-66.6,12.5, , , , , ,1
-31.76,-70.45,8.8,3097,0.482,0.0104, ,2.006,6
31.20577,-110.67355,73.9,482.852,0.258, , , ,5
28.41139,-108.11667, ,2.9,1.375, ,1.627,35.172,2
23.89624,-106.16112, , , , , , ,1
-30.93333,-69.63333, , , , , , ,1
-26.25417,-69.5506,41.5,4878,0.378, , , ,6
-32.65,-71.11,106,476,1.11, , , ,5
-22.98778,-69.07639,41.44,2489,0.38,0.012,0.1,0.2,6
-34.0886,-70.4625,6.3,17850,0.557, ,0.035, ,6
-34.09167,-70.33833, ,424,0.96, , , ,5
-22.91667,-69.06667, ,153,0.96, , , ,4
-8.965,117.377,2.45,1851.34,0.32, ,0.328,0.98,6
42.7545,24.033,92.2,350,0.39, ,0.26, ,5
40.77,37.46,75.9, , , , , ,1
40.6875,-117.08333,37.3, , , , , ,1
20.1603,-74.76995, ,11.3,1.12, ,0.124,28.7,2
65.27423,-150.02791,89, , , , , ,1
-13.76667,-75.71667, , , , , , ,1
-10.53194,-77.23306,61,321.7,0.316,0.029, ,2.61,5
62.8,-144.17, , , , , , ,1
38.90523,-114.9262, , , , , , ,1
-9.374,147.518, , , , , , ,1
39.26,-114.99944,110,370.057,0.453,0.014,0.177, ,5
30.2764,55.0999,8.48, , , , , ,1
40.5631,38.6469,77.2,2.87, ,2.87, , ,2
35.36253,-114.1918,57.5,2.114,0.6, , , ,2
45.26411,-110.65116, ,149.541,0.26, , , ,4
49.67081,-120.17562,166, , , , , ,1
-33.688,147.404,439.6, , , , , ,1
-33.748,147.48,463.5, , , , , ,1
-32.933,148.048,439.2,8.1,0.35, ,0.04, ,2
-32.928,148.063,439.2,6.6,0.35, ,0.39, ,2
-32.929,147.993,439.2,6.8,0.66, ,0.02, ,2
49.0212,104.1316,240.6,1780,0.62,0.01,0.01, ,6
48.9222,113.05,290, , , , , ,1
47.3167,112.5167,290, , , , , ,1
-34.13167,-69.96722, ,1428.541,0.25,0.006,0.035,0.597,6
-24.265,-69.07167,33.7,19186,0.544, ,0.19, ,6
40.9641,41.5717,80.7, , , , , ,1
40.5955,38.6349,49.95, , , , , ,1
-5.176,151.709,25, , , , , ,1
-22.96667,-69.05833,41.8,514,0.6, ,0.22, ,5
31.87047,-111.13458,56.2,2262,0.294,0.0292,0.003,1.2,6
-34.2449,147.4136,436.4,11,0.22,0.001,0.37, ,2
57.4872,138.6544, , , , , , ,1
20.25,-76.86667, , , , , , ,1
-21.9,-66.217, ,62,1, , , ,3
-33.84116,147.42523,436.5, , , , , ,1
67.6587,-149.2571,388, , , , , ,1
63.51667,158.56667, , , , , , ,1
39.81167,25.19222,19.5, , , , , ,1
55.20441,-125.09472,186.9, , , , , ,1
16.85833,120.78333,1.49,891.7,0.5, ,0.7,0.93,6
50.58441,-120.35172,204, , , , , ,1
-6.87055,156.0874,3.96, , , , , ,1
60.1853,-135.39082, , , , , , ,1
29.8189,115.449,144,105,0.38,0.05,0.37,20,4
-4.067,153.633, , , , , , ,1
-33.4823,149.11456,436.5, , , , , ,1
-3.58333,-79.33333,9.6,53.5,0.2, ,0.45, ,3
-27.38333,-66.21667,5,100,0.6, , , ,4
-28.49471,-69.662, ,458.8,0.34, ,0.3,10.4,5
40.41667,-117.21667,89.5, , , , , ,1
51.46361,-123.62562,77.2,1010.5,0.24, ,0.41, ,6
40.48855,23.7722,24.47,20,0.47, ,0.16, ,2
-16.7197,-71.39858, ,57.4,0.67, , , ,3
51.60811,-124.49172, , , , , , ,1
-23.41667,-69.5, ,566,0.26, , , ,5
22.14601,-79.67061, , , , , , ,1
55.607,-161.1, , , , , , ,1
31.39978,-110.73699,57.5,21.41,0.58, , , ,2
49.33171,-120.54892,201.6, , , , , ,1
49.30001,-120.56062,201.6, , , , , ,1
-4.7,141.78333,12.5,2777,0.47, ,0.23, ,6
-34.27572,148.84221,426.3, , , , , ,1
-29.1444,-70.95538, ,50.5,0.4, ,0.2, ,3
28.99806,117.75611,172,531.91,0.47,0.03,0.05, ,5
52.67,122.0,148.7, ,0.2-1.16,0.03-0.32, , ,1
42.0854,92.3229,330, , , , , ,1
49.48611,-120.45832,204, , , , , ,1
38.78167,-117.94917, ,167.942,0.221, ,0.37, ,4
-23.4086,-68.82088, ,1008,0.34, , , ,6
-3.05,-79.68333,20.6,356.4,0.09, ,0.6, ,5
-23.41083,-68.81889,41.5,675.1,0.082, ,0.533, ,5
47.1111,112.685,290, , , , , ,1
50.64331,-120.42332,204,3.2,0.65, ,0.34, ,2
57.11667,-131.45,208.8,1689.4,0.509, ,0.297,5.272,6
16.76724,120.78249, , , , , , ,1
49.51451,-123.36922, ,251.4,0.27,0.014,0.04,1.3,5
8.257,126.013,12.81, , , , , ,1
29.59579,89.95138,13.99, , , , , ,1
29.395,63.608,36.1, , , , , ,1
28.1385,99.8345, , , , , , ,1
10.37,-3.02,2165,285.268,0.318, ,0.347, ,5
15.28056,121.20139, , , , , , ,1
33.3213,80.3887,112, , , , , ,1
41.9471,43.6557,35, , , , , ,1
43.3333,104.4167,290, , , , , ,1
21.77102,-78.502, , , , , , ,1
48.96667,-65.51944,348,336,0.555,0.022,0.062,2.8,5
38.6004,47.1332,24.2, , , , , ,1
41.175,22.83889,44.52, , , , , ,1
32.0,82.0,85.5,6.7,0.9, , , ,2
33.1667,57.3583,65.1, , , , , ,1
40.58083,45.79479,138,12.1,0.3, ,0.9,8.9,2
52.7382,139.6222,78.25, , , , , ,1
30.44417,98.56466,43.8,101,0.5, ,0.37,2.65,4
38.9771,46.0497,19.62, , , , , ,1
39.8936,29.2749,46.4, , , , , ,1
49.68441,-125.41082,49, , , , , ,1
-33.36019,148.02978,436.5, , , , , ,1
-22.41082,-68.96891,38.1, , , , , ,1
50.54141,-120.99302,206.3,156.165,0.347,0.0028, , ,4
5.012,95.603,14, , , , , ,1
39.1484,45.9749,19.62, , , , , ,1
48.686,102.7427,290, , , , , ,1
38.6601,47.0017,19.62, , , , , ,1
38.85,46.4,28.2, , , , , ,1
38.8897,46.0639,39.52, , , , , ,1
62.6439,-137.30392,76.5, ,0.1, ,0.69,1.4,1
49.16667,-121.03333,22,245,0.27, ,0.2,2.7,4
52.51811,-122.28752,212.6,1036.93,0.249,0.0078, , ,6
-26.14043,152.4043,242.5, , , , , ,1
33.33285,-110.94352,61,39,0.4, , , ,3
48.19778,-120.97917,21,1900,0.334,0.009, , ,6
58.2536,-129.82672, ,30.388,0.389, , , ,3
58.2136,-131.79422,218, , , , , ,1
57.6558,-130.25892,205.1,71.22,0.397, ,0.398,2.2,3
29.4667,57.4417, , , , , , ,1
30.595,54.983, , , , , , ,1
30.2125,55.4361,14.18, , , , , ,1
46.34151,-111.99648, , , , , , ,1
63.0985,-147.745, , , , , , ,1
45.60269,-109.93598, , , , , , ,1
32.55304,-108.33111,57.5, , , , , ,1
48.21583,-121.33417, ,40,0.5, , , ,3
49.08333,-118.59167, ,0.205,0.53, ,10.67, ,2
-6.88333,146.45,8.781,1000,0.897, ,0.634,1.081,6
41.6359,97.2475,404, , , , , ,1
-33.51271,149.08149,436.5, , , , , ,1
30.3341,55.4896, , , , , , ,1
45.11481,-109.91009, , , , , , ,1
39.3341,45.8655,19.62, , , , , ,1
66.58041,175.51754,85, , , , , ,1
13.0,-1.33333, ,40,0.35, , , ,3
33.9826,52.4669,44.95, , , , , ,1
40.5134,46.0806,135, , , , , ,1
62.0775,-137.19362,76.5, , , , , ,1
42.79224,22.96288,83.25, , , , , ,1
19.60957,-72.40741, ,7.788, , ,1.2, ,2
54.94451,-126.15722,51.2,93,0.308, ,0.102, ,3
-4.0461,137.1144,2.54,4000,0.6, ,0.64,2,6
14.95528,120.30528, , , , , , ,1
-34.3165,147.46,436.4, , , , , ,1
-19.06329,144.74881, ,13,0.42, , , ,2
50.58141,-120.29752,204, , , , , ,1
57.12945,-130.63919,208.8, , , , , ,1
48.9833,116.433, , , , , , ,1
-32.93435,148.05647,439.2, , , , , ,1
62.7888,-144.0327, , , , , , ,1
-38.71,-71.33,83.25, , , , , ,1
23.82,114.017, , , , , , ,1
10.436,122.535,24.94, , , , , ,1
16.864,120.782,3.5,326,0.43, ,0.44, ,5
31.88,118.7, , , , , , ,1
60.29,-154.24, , , , , , ,1
56.47665,60.19157,390,0.462,1.35, , , ,2
41.1315,41.9562,50.82,80,0.5,0.0065,0.3, ,3
38.5833,46.7667,19.62, , , , , ,1
52.50331,-122.23392,215, , , , , ,1
32.08308,-110.03522,57.5,1025.952,0.28, , , ,6
62.1363,-149.2603, , , , , , ,1
39.8761,29.6344,28.47, , , , , ,1
39.89318,41.46878,47.49, , , , , ,1
29.3667,57.3083,14.18, , , , , ,1
46.6333,104.8,290, , , , , ,1
35.3,128.633,85, , , , , ,1
-5.796,146.23, , , , , , ,1
40.48187,39.22057,47.06, , , , , ,1
40.6616,39.5088,50.7,186.2,0.3,0.012, , ,4
22.88176,102.53972,35.47, , , , , ,1
38.8167,46.65,27.05,300,0.38,0.035, , ,5
-28.68333,17.85,1883.5,1353,0.23, , , ,6
35.9833,57.5833,99.7, , , , , ,1
17.16667,120.73333, ,35,0.5,0.005,0.35,2.5,3
39.9383,26.8537,39.56,533.183,0.192,0.006,0.217, ,5
63.19838,24.16763,1885, , , , , ,1
-18.43861,127.48944, ,95.6,0.27, , , ,4
34.2,59.8,44.95, , , , , ,1
46.12888,23.1554,13.8, , , , , ,1
39.22872,46.0539,43.14,10.4,0.45,0.038, , ,2
51.29081,-125.40442,7, , , , , ,1
32.84639,-108.09056,58.5,1406,0.34, ,0.01,9.5,6
39.24,46.07,43.14,10.4,0.45,0.038, , ,2
40.6307,44.4841,29.34,115,0.57,0.054,1.42, ,4
43.7461,120.409, , , , , , ,1
-14.16924,-72.34848,33.85,975,0.546, , , ,6
29.4833,56.6917, , , , , , ,1
37.405,47.374,28.47, , , , , ,1
56.74001,-126.32722, , , , , , ,1
44.0,105.3167,290, , , , , ,1
40.8467,40.3489, , , , , , ,1
55.18333,-126.31667, ,60,0.16, ,0.1, ,3
55.27081,-125.16282,186.9, , , , , ,1
49.24781,-125.95692,49, , , , , ,1
49.51781,-120.01362,193,22.99,0.161,0.04, , ,2
47.02583,-112.36,44.5,302,0.36,0.005,0.053,5.2,5
43.8003,95.2516,405, , , , , ,1
28.92,118.317, , , , , , ,1
18.24389,-66.8,38.3,90,0.6,0.001, , ,3
31.45805,97.57725,41.5, , , , , ,1
50.69391,-127.89252,193,0.045,0.8, , , ,2
50.304,5.912,419,20,0.17,0.02, , ,2
-9.36667,159.73333,22.5, , , , , ,1
50.48561,-121.04832,206.3,2040.4,0.269,0.0086, , ,6
50.43171,-120.99812,208.3,265,0.266,0.041,0.004,0.9,5
-3.61167,128.09167,3.55, , , , , ,1
50.74751,-120.63222,204, , , , , ,1
49.94061,-124.35922,83.25,82,0.3, , , ,3
9.71851,122.56153,30,319.3,0.35, ,0.14,0.34,5
40.5535,41.1024, , , , , , ,1
58.1895,-131.57672, , , , , , ,1
-34.1971,147.337,436.5, , , , , ,1
28.1284,99.889,78.9,30,1.01, , ,9,3
7.3125,126.07917,12.81, , , , , ,1
-32.97544,148.01254,439, , , , , ,1
62.05111,-141.21806,111,60,0.15, , , ,3
29.9083,55.75,19.62, , , , , ,1
39.0768,113.616, ,110,0.037, , , ,4
58.3447,-130.19082, , , , , , ,1
35.565,102.309,219.15, , , , , ,1
53.68111,-127.17812,82,240.884,0.301, , , ,4
-0.551,127.399, , , , , , ,1
50.67531,-127.85812,170,1977.42,0.108,0.0052,0.138, ,6
43.109,109.9301,290, , , , , ,1
0.8333,109.25,105, , , , , ,1
55.26667,157.63333,14.18, , , , , ,1
30.5333,54.9583,9.8,73.9,0.31, , , ,3
-3.978,136.119, , , , , , ,1
49.0633,113.1406,290, , , , , ,1
48.7167,100.3,290, , , , , ,1
40.685,40.7255,83.25, , , , , ,1
41.83334,27.71293,75,236.7,0.29,0.004, , ,4
47.0,23.0, ,0.3,0.6, ,0.3,11,2
40.7676,40.7029,83.25, , , , , ,1
45.48202,74.27606, , , , , , ,1
49.29391,-120.55562,201.6, , , , , ,1
35.3,129.233,69, , , , , ,1
41.46239,22.84332,25,256.8,0.217, ,0.319, ,5
23.657,-103.749, ,43.891,0.496, , , ,3
40.4784,41.7035, , , , , , ,1
9.85,122.45,24.94, , , , , ,1
-26.76611,-69.87139,63,460.1,0.409,0.063,0.104,1.623,5
-25.14444,-66.7625,15,30,0.6, , , ,3
49.63811,-120.96722, , , , , , ,1
45.21529,-110.21788, , , , , , ,1
-34.63889,-68.79361,265, , , , , ,1
4.18333,-75.3,131, , , , , ,1
49.2333,104.0167,290, , , , , ,1
18.88596,-101.66054,35.6,7,1.29, , , ,2
13.5,121.88333, ,50,0.5,0.005,0.03,1.3,3
49.17778,-121.03141,22,45.373,0.47, ,0.38,11.19,3
8.917,-78.817,28.47, , , , , ,1
-8.25,146.713,4.9, , , , , ,1
49.26581,-125.98692,49, , , , , ,1
-15.68088,-72.97453, ,49.8,0.37, , , ,3
50.65471,-120.43752,204,2.4,0.4, , , ,2
50.59971,-127.47502,174,390.1,0.33,0.009,0.1,0.83,5
38.3413,38.5219,81, , , , , ,1
40.5777,40.9047,130.1,140,0.27,0.022, , ,4
35.36235,-114.14265,73.3,1291.703,0.099,0.0299, ,2.544,6
-23.33083,-70.31625, ,24.853,1.25, , , ,2
55.8876,-159.4223,7.15, , , , , ,1
46.49056,25.58167,5, , , , , ,1
17.24703,-93.06021,3, , , , , ,1
49.54473,-118.41001, , , , , , ,1
50.47501,-120.97812,206.7,260,0.43,0.017, , ,5
45.3245,83.9633,290, , , , , ,1
56.23581,-127.32312, , , , , , ,1
52.53722,-122.31028, , , , , , ,1
29.0917,57.45, , , , , , ,1
48.7833,103.4333,290, , , , , ,1
38.6667,47.05,19.62, , , , , ,1
49.38641,-119.06811, , , , , , ,1
55.10501,-124.95612,131,27,0.3,0.015, , ,3
19.6867,34.95032,814.4,593,0.33, ,0.05, ,5
49.31281,-120.50812,201.6, , , , , ,1
55.90667,-125.42057,182.4, , , , , ,1
41.11667,22.92222,18, , , , , ,1
50.44451,-120.91362,206.3, , , , , ,1
29.70282,91.76471,14.66,1887.9,0.388,0.0305,0.107,5.921,6
35.55,111.23, , , , , , ,1
30.02438,98.55608,40.7, , , , , ,1
49.3347,99.5014,290, , , , , ,1
39.056,46.1728,19.62, , , , , ,1
34.3323,109.954,138.4,1400,0.028,0.091, , ,6
30.9684,117.445, , , , , , ,1
24.37,117.267,83.25, , , , , ,1
29.68558,88.78132,49.2,41.9,0.43,0.09, , ,3
29.68558,88.78132,15.3, , , , , ,1
47.04306,-84.61528,1097.5,20,0.19,0.05, , ,2
32.09861,-110.065,53,250,0.489,0.011, ,1.6,5
50.57531,-120.30032,204, , , , , ,1
-28.43583,-69.54861,24.82,1554,0.282, ,0.203,0.948,6
49.34501,-120.51612,201.6,30.4,0.39, , , ,3
0.33333,-78.58333,6.4,982,0.89,0.04, ,1.9,6
29.1667,57.5833, , , , , , ,1
40.7833,37.4117,83.25, , , , , ,1
39.3521,38.6171,48.5, , , , , ,1
35.09438,-113.72321,57.5, , , , , ,1
29.4957,64.2588,19.5, , , , , ,1
30.6167,54.75,8.48, , , , , ,1
41.80722,22.90833,34, , , , , ,1
39.1403,46.1369,26.86,2107.6,0.236,0.0326,0.65,2,6
36.7596,90.9891,219, , , , , ,1
32.9257,52.4653,15.17,70,0.6,0.007, , ,3
33.6333,51.5833,19.62, , , , , ,1
30.3976,55.0133,8.48, , , , , ,1
33.2,52.75, , , , , , ,1
-6.2,145.86,7.8,5.5,1.8, ,7.2, ,2
34.175,57.75,74.3, , , , , ,1
33.8083,57.1667, , , , , , ,1
37.1648,75.4668, , , , , , ,1
7.59167,126.06667, ,26,0.34, ,0.37, ,3
42.6579,91.8175,299, , , , , ,1
35.9333,58.45,44.52, , , , , ,1
35.417,58.399,39.52, , , , , ,1
54.7,157.3,14.18, , , , , ,1
33.399,54.238,53,245,0.26,0.026,0.1, ,4
39.08,46.27,31, , , , , ,1
-0.5833,113.333, , , , , , ,1
54.87,61.173,430.4, , , , , ,1
40.66667,69.58334,308.35,2000,0.39,0.006,0.6, ,6
8.515,126.01,12.81, , , , , ,1
54.3025,85.7772, , , , , , ,1
59.2329,-154.4713, , , , , , ,1
-34.1151,147.3622,436.4, , , , , ,1
-34.63,148.79, ,2.75,0.18, ,0.5,24,2
-0.517,127.58333,14.18,70,0.3, ,0.21, ,3
-0.554,127.394, , , , , , ,1
39.9364,26.634,40, , , , , ,1
47.1,74.66666, ,200,0.5, , , ,4
39.8852,33.5417,75, , , , , ,1
40.5793,45.7984,135,41.5,0.43,0.002, , ,3
39.3102,38.6963,48.63,81.943,0.239, ,0.292, ,3
39.6747,26.2398, , , , , , ,1
48.09,77.64,320,209,0.3, , , ,4
39.8335,29.599,28.47, , , , , ,1
46.6388,73.61348,360,100,0.5, , , ,4
43.088,20.612, , , , , , ,1
42.69434,24.12099,86,61,0.21,0.005,0.05, ,3
47.30276,75.29547, , , , , , ,1
41.02333,25.7875,32.6, , , , , ,1
49.14811,-117.33691, , , , , , ,1
40.6442,29.1204,44.95, , , , , ,1
40.46667,23.72083, , , , , , ,1
39.2331,46.3977,144.7,466.3,0.09, ,0.37,6.5,5
40.9694,41.1441,83.25, , , , , ,1
13.63,121.314,14.18, , , , , ,1
40.5893,38.671,49.95, , , , , ,1
45.38341,74.15765,340,375,0.41,0.007,0.059,0.79,5
38.8224,38.7224,74.08,4.5,0.09,0.14, , ,2
40.5867,45.8603,135,16, , , , ,2
60.91906,23.52632,1880, , , , , ,1
44.7153,81.7814,317, , , , , ,1
57.80833,140.21306,78.25, , , , , ,1
-8.753,158.074,1.25,1.5, , ,1.8, ,2
-21.79167,119.87222,3315, , , , , ,1
48.98804,-119.47121,179,285.151,0.281,0.0147, , ,5
57.06001,-126.75942,201.2,618.817,0.129, ,0.258, ,5
57.00581,-126.75082,201.2,231.5,0.15, ,0.4, ,4
44.2052,83.2784,313.9, , , , , ,1
47.36331,75.2287, , , , , , ,1
47.25812,75.29131,309,23.7,0.34,0.017, , ,2
40.26667,-117.75,29, , , , , ,1
16.36667,120.6,2.9,62,0.378,0.013,0.328,4,3
52.6072,138.7567,78.25, , , , , ,1
47.49548,75.09047,340,200,0.35,0.01, , ,4
56.4675,-130.26891,196,140.8,0.75, ,0.36, ,4
28.545,58.545,7.25,250,0.23,0.007, , ,5
33.386,51.772,19.62, , , , , ,1
48.05,105.6, , , , , , ,1
45.6,104.5,290, , , , , ,1
44.3053,108.1987,290, , , , , ,1
44.0167,105.9833,290, , , , , ,1
49.6833,106.15,290, , , , , ,1
48.7014,103.3159,290, , , , , ,1
44.1667,107.7833,290, , , , , ,1
28.7266,60.9317,6.1, , , , , ,1
40.7016,45.8476,133.3,22.6,0.367,0.003,0.2,3,2
44.0217,106.1995,330,100,0.75,0.19,1, ,4
44.0,105.3833,290, , , , , ,1
42.8036,106.5127,290, , , , , ,1
49.3333,104.1667,290, , , , , ,1
48.0,106.4167,290, , , , , ,1
55.28,157.45639, , , , , , ,1
45.7789,104.8294,290, , , , , ,1
46.5833,104.9667,290, , , , , ,1
49.13333,103.65,300, , , , , ,1
43.1482,102.9264,290, , , , , ,1
48.9042,101.9215,290, , , , , ,1
31.8833,53.7083,19.62, , , , , ,1
48.2333,103.1667,290, , , , , ,1
48.8334,104.8095, , , , , , ,1
43.9789,98.3649,290, , , , , ,1
33.441,54.213, , , , , , ,1
44.3333,104.1333,290, , , , , ,1
45.8667,110.9333,290, , , , , ,1
49.0167,112.8417,290, , , , , ,1
48.75,102.1167,290, , , , , ,1
46.2833,103.6333,290, , , , , ,1
47.9744,136.1861, , , , , , ,1
40.9519,40.6451, , , , , , ,1
58.2406,-131.88362,218, , , , , ,1
38.609,46.6395,20.1, , , , , ,1
60.35306,-154.315,60,90,0.2,0.1, , ,3
-5.424,142.657,3.55,221.5,0.35, ,0.25, ,4
56.26324,-5.46573,418, , , , , ,1
17.38737,120.85831, ,50,0.4, , , ,3
50.62751,-120.35442,204, , , , , ,1
57.6539,-130.24362,205.1,376.9,0.198, ,0.245,0.234,5
49.10721,-119.81201, ,1.5,0.158,0.045, , ,2
7.19167,125.975,11.4,1151.068,0.247, ,0.323,5,6
-32.3727,148.0383,436.5, , , , , ,1
54.55811,-128.32672, , , , , , ,1
40.0522,26.7372,28.3, , , , , ,1
55.24117,157.67809,73.17,174.62, , ,0.1, ,4
29.3719,63.2892,18.35, , , , , ,1
43.87097,-109.28805,40.2,177.811,0.505,0.0132, , ,4
43.94,18.08,17.5, , , , , ,1
42.795,21.443,32.9,547,0.23, ,0.22, ,5
38.4833,29.1833,14.49,489,0.021, ,0.61, ,5
-34.8737,139.1522,490, , , , , ,1
-24.6637,150.8774,235,200,0.15,0.01, , ,4
54.3236,89.9072,470,30,1,0.05, , ,3
41.69141,28.07434,83.25, , , , , ,1
62.3806,-137.49252, , , , , , ,1
50.27425,136.22091, , , , , , ,1
51.67,62.03,310,90,0.64, ,0.15, ,3
16.5667,120.7133, , , , , , ,1
50.42864,-88.41708, ,105.5,0.09,0.0534, ,2.637,4
-9.3,147.58333,4.42,276,0.27,0.0077,0.3, ,5
30.2527,55.1114,8.48, , , , , ,1
30.2388,55.4318,14.18, , , , , ,1
29.12,62.8371,5.63, , , , , ,1
49.88191,-74.33116, ,0.104,1.5, ,0.21, ,2
44.48183,78.44978,437,736,0.42,0.0031,0.024, ,6
50.1622,76.1622,207,207,0.58, ,0.64, ,4
40.6096,39.6133, , , , , , ,1
-9.79721,160.02221,1.7,50,0.17, , , ,3
42.487,24.254,86, , , , , ,1
-3.799,136.474,3.4, , , , , ,1
40.7882,42.239, , , , , , ,1
40.53325,38.66237,80.79,518.4,0.23, ,0.2, ,5
63.77119,25.23035,1885,25,0.18, ,0.57,4,2
41.16389,22.83333,44.52, , , , , ,1
32.38524,-110.57724,57.5,25.4,0.41, , , ,3
40.2644,39.5987, , , , , , ,1
40.626,38.3096, , , , , , ,1
41.04444,23.20833, , , , , , ,1
46.99051,74.98729,339,637,0.59,0.011,0.29,6.28,5
40.5753,38.6462,49.95, , , , , ,1
50.57081,-120.99722,206.3,72.1,0.31,0.012, , ,3
53.3758,140.15859, , , , , , ,1
53.91667,157.38333,14.9, , , , , ,1
29.8833,56.0667,9.17, , , , , ,1
29.8667,56.075,19.62, , , , , ,1
33.0833,52.9, , , , , , ,1
30.6069,60.2263,27.5, , , , , ,1
30.3726,56.4145, , , , , , ,1
31.186,60.367,16.5, , , , , ,1
29.726,60.881,30.8,40,0.425, , , ,3
30.3705,56.5247, , , , , , ,1
30.584,60.4469,19.2, , , , , ,1
30.2167,55.7, , , , , , ,1
35.333,58.833,41, , , , , ,1
33.867,57.804,42, , , , , ,1
51.724,86.752,290, , , , , ,1
-18.023,177.367, , , , , , ,1
52.1851,119.0959, , , , , , ,1
-5.743,150.065,22.6, , , , , ,1
55.33,132.6, ,164.8,0.13, , , ,4
43.3102,74.95199, , , , , , ,1
50.98569,116.96447, , , , , , ,1
54.78333,157.16667,14.18, , , , , ,1
55.53001,-125.35202,199,539.2,0.207,0.0031,0.149,1.018,5
47.3839,92.8833,514, , , , , ,1
40.79874,69.70522,320,700,0.85, ,0.35, ,6
52.9333,96.7833,500,363,0.29, , , ,5
47.5504,84.3305,320,542,0.3,0.005, , ,5
