lat,lon,age (Ma),ORE_TONNAGE_MT,CU_PERCENT,MO_PERCENT,AU_GT,AG_GT,weight
29.805,-104.40278,60.2,370.306,0.029,0.0437, , ,5
31.49,-110.72,60,570,0.63, , ,0.6,5
37.91116,-107.67241, , , , , , ,1
52.46389,-121.48418,196, , , , , ,1
29.12278,62.07889,11.82,4906,0.49, ,0.28, ,6
-28.5,-70.3,63,2246.9,0.367,0.0151, , ,6
30.4959,55.3365, , , , , , ,1
33.2929,-111.05174,62.5,1766,1.51,0.035, , ,6
62.3253,-137.26922, ,196.43,0.09,0.02,0.23,2.2,4
57.255,-157.084,16.95, , , , , ,1
50.33831,-120.71082,69,46.863,0.17,0.018, , ,3
61.8475,-138.50752,44.52, , , , , ,1
31.0537,85.9709,87.69, , , , , ,1
34.0,-106.0, ,27,0.1,0.07, , ,3
32.1855,97.05367,42, , , , , ,1
-33.4353,148.9759,455.8,151.92,0.327, ,0.511,0.573,4
-31.25,-70.33,9.2,87,0.6, , , ,3
43.1235,106.2236,290, , , , , ,1
-4.94444,-79.30833,11.3,1257.4,0.57,0.0228, , ,6
-32.57,-69.97,8.5, , , , , ,1
-25.21667,-69.23333,292, , , , , ,1
8.8,-78.7, ,20,0.75, ,0.009,0.35,2
8.63333,-77.56667,49, , , , , ,1
-4.2,-79.58333,14, , , , , ,1
18.18761,-66.67971,41,218,0.73,0.002,0.3,1,4
49.63061,-120.47812,96.7, , , , , ,1
62.3375,25.81012,1885, , , , , ,1
62.04861,23.65649,1885, , , , , ,1
-24.04083,150.73973,235, , , , , ,1
50.59691,-127.46282,154, , , , , ,1
63.01,-141.798,67, , , , , ,1
43.99578,-109.78159,44.95, , , , , ,1
46.88751,-112.56763, , , , , , ,1
18.62009,-100.83674,57.5, , , , , ,1
49.94754,-74.43756,2707,36.964,0.062, ,0.522,0.851,3
-20.96,-68.71,33.3,3410,0.82,0.024,0.01, ,6
31.83,-110.76,58.4,721.841,0.434,0.0147, ,4.023,6
-34.3004,147.4002,436.4, , , , , ,1
46.30995,23.17735,9.16,431,0.55, ,0.25, ,5
13.92809,-84.4239,61,11.853,0.486, ,0.477,8.097,2
64.13333,-157.05,74.8,55,0.2, , , ,3
46.16667,22.9,11.5,432.7,0.159, ,0.54, ,5
51.07831,-123.41672,77.2, , , , , ,1
38.33333,-117.5,207, , , , , ,1
47.91667,18.91667, ,100,0.1, , , ,4
-17.1292,144.54892,285,10,0.4, , , ,2
43.23333,20.71667,14, , , , , ,1
49.73421,-120.53252,219.15, , , , , ,1
51.26611,-124.29062, , , , , , ,1
50.58811,-127.39002,174, , , , , ,1
47.97274,-80.69984,2682,1.81,0.25,0.19, , ,2
65.7783,165.1028, , , , , , ,1
14.39,107.83, , , , , , ,1
-8.567,117.569, , , , , , ,1
39.4007,38.5913,51.9, , , , , ,1
32.95472,-111.81611,64.5,445.7,0.58, , , ,5
32.94635,-109.62826,52.5,7260,0.441,0.004,0.17, ,6
32.14556,-111.0786, ,9,0.4, , , ,2
9.43333,122.7667, ,26,0.35,0.015, , ,3
29.2506,61.615,22.4,395,0.38, ,0.323,0.188,5
48.6833,102.1333,290, , , , , ,1
35.3101,99.7906,223.4,128,1.13, ,0.48, ,4
16.668,120.599, , , , , , ,1
6.56667,124.4,19.5, , , , , ,1
53.57317,58.43519,347,800,0.4,0.0007, , ,6
40.8333,41.3333,64.5, , , , , ,1
17.4333,120.85, , , , , , ,1
45.6,-70.33333,443, , , , , ,1
-4.477,142.692, , , , , , ,1
29.1135,62.2394,8.48, , , , , ,1
50.16667,73.25, ,197,0.84, ,0.33, ,4
13.886,122.727,12.81, , , , , ,1
-12.60722,27.88194,1964,50,0.7, , , ,3
39.9106,27.776,28.47, , , , , ,1
28.60083,-109.60111,57.4,14.5,0.73, ,0.42, ,2
16.26306,120.6225,1.5,70.59,0.294,0.001,0.366,1.2,3
18.66126,-101.52688, , , , , , ,1
-3.65,-78.41667,157.4,764,0.52, , , ,6
19.14373,-101.11105,57.5, , , , , ,1
16.33472,120.91603, ,314,0.27, ,0.21, ,5
25.0,-107.0, ,4.6,0.27, ,2.67,38,2
18.99552,-101.95188,32.5,12.5,0.4, , , ,2
28.60454,-109.71492,57.5, , , , , ,1
-32.25,-69.43333,260,194.844,0.479, ,0.201, ,4
25.56444,-107.03,59.1, , , , , ,1
32.77917,-109.6542, ,243,0.28, , , ,4
32.69972,-110.67778,61,667.275,0.541,0.011,0.017,1.8,5
7.75083,-75.71361,74.6,114.3,0.45, ,0.26,2.42,4
-15.625,-70.99167,12.81, , , , , ,1
32.02773,-111.08037,58,208,0.54, , , ,4
42.3583,94.7555,278, , , , , ,1
32.88336,-109.54622, ,148,0.29, , , ,4
34.4078,60.3996,39.2, , , , , ,1
3.433,125.567, , , , , , ,1
49.1342,113.3506,290, , , , , ,1
-22.65,-69.16666, ,109,0.7, , , ,4
16.49028,120.65556,9.47,286,0.345,0.008,0.2,1.7,5
26.71719,-108.23386,57.2,274,0.5, ,0.05, ,5
29.9917,56.0333, , , , , , ,1
32.3583,58.8917,39.52, , , , , ,1
29.9503,55.8721,13.29,1538,0.58,0.03,0.06,1.14,6
29.935,55.817,15.14,16,0.46, , , ,2
29.4,57.1417, , , , , , ,1
30.4511,55.138,13.3, , , , , ,1
33.9484,52.4151, , , , , , ,1
45.763,100.6022,327, , , , , ,1
39.975,25.186, , , , , , ,1
29.0917,57.325, , , , , , ,1
40.77757,69.77919,317.6,200,0.5,0.01,0.1, ,4
39.9069,29.4613,50,120.299,0.168, , , ,4
40.6953,40.7228,83.25, , , , , ,1
29.94,55.81,15.14,16,0.4, , , ,2
38.3,47.3667,19.62, , , , , ,1
46.25667,73.19861,380,324,0.27,0.007,0.024, ,5
42.10674,22.54276, , , , , , ,1
44.86667,21.71667,65,12,0.75, , , ,2
-3.158,119.48,10.7, , , , , ,1
26.98778,-107.71906,51.6, , , , , ,1
46.05,96.4333, , , , , , ,1
8.137,126.046,12.81, , , , , ,1
-16.74854,179.39153, , , , , , ,1
52.46811,-122.27332,215,68.479,0.244, , , ,3
47.2459,85.9564,335, , , , , ,1
38.4416,29.1075,14.49, , , , , ,1
47.01667,77.2,310.45,55,1.1-3.2, ,0.2-2.1, ,3
57.3642,-130.99032,222,1878.81,0.243,0.0157,0.18,1.658,6
35.07,47.5819,83.25, , , , , ,1
64.2075,-143.801,107.4, , , , , ,1
53.65379,-127.09412,82, , , , , ,1
30.4009,55.4933, , , , , , ,1
30.17559,98.57984,39.4, , , , , ,1
-8.857,116.023, ,81.855,0.24, ,0.38, ,3
48.425,18.899,14.18,64,0.16,0.0026,0.12, ,3
36.075,51.017,20.6, , , , , ,1
17.0,106.0, ,31.7,2.24, , , ,3
40.02898,38.6101,40.8, , , , , ,1
30.4833,54.9833,19.62, , , , , ,1
29.9737,55.9121,8.48, , , , , ,1
42.0,74.0, ,1.8,0.26, , , ,2
38.49194,-118.075,105,159,0.46, , , ,4
32.3584,59.0249,37.26, , , , , ,1
42.7106,106.1483,290, , , , , ,1
63.1,-141.1, , , , , , ,1
27.9833,62.0833,28.47, , , , , ,1
33.85,61.85,38.5, , , , , ,1
51.283,117.883,152.5,1100,0.26,0.06,0.09, ,6
51.4501,139.91171,78.25, , , , , ,1
48.775,104.2167,290, , , , , ,1
23.70833,95.51667,44.95, , , , , ,1
37.2917,120.859, ,71,0.047, , , ,3
49.1909,103.7639,290, , , , , ,1
49.6075,105.614,290, , , , , ,1
48.8167,102.5667, , , , , , ,1
33.8667,51.1667,19.62, , , , , ,1
49.5622,105.6305,290, , , , , ,1
49.7667,104.95,290, , , , , ,1
31.1833,117.267,123.6,49,0.4, ,3.5, ,3
34.03819,-112.35407,70.34,40,1.6,0.0035, , ,3
32.4721,59.0276,39.31, , , , , ,1
31.4006,88.9311,116, , , , , ,1
37.3833,47.5833,20.6, , , , , ,1
43.138,127.942, , , , , , ,1
39.0962,46.4728,143.5, , , , , ,1
26.9833,58.3083, , , , , , ,1
38.5,47.125,19.62, , , , , ,1
49.3481,92.1222,290, , , , , ,1
33.867,52.225, , , , , , ,1
36.8419,48.8277,28.47, , , , , ,1
63.63333,165.58333,14.18, , , , , ,1
35.5462,81.6731, , , , , , ,1
44.1808,98.3602,290, , , , , ,1
68.70003,174.33919,85, , , , , ,1
43.942,107.6962,321, , , , , ,1
43.9833,107.7333,290, , , , , ,1
46.01833,4.32806,290, , , , , ,1
24.67996,-99.08487, , , , , , ,1
-22.88056,-69.33889,63.5,1786.376,0.397,0.0205,0.058, ,6
3.396,97.894,10, , , , , ,1
42.776,21.623, , , , , , ,1
39.1715,39.4863, , , , , , ,1
39.32,8.85,19.62, , , , , ,1
42.04122,27.93543,83.25, , , , , ,1
32.40362,-111.52488,64.1,194.5,0.55, , , ,4
60.22612,-135.04891, , , , , , ,1
-2.6285,151.9924, , , , , , ,1
-5.733,150.033,22,200,0.36,0.0061,0.06,2,4
39.1953,39.3749, , , , , , ,1
29.2,57.2667, , , , , , ,1
16.73333,120.76667, ,8,0.51,0.035,0.02, ,2
-4.623,152.047, ,2.051,0.257, ,3.478, ,2
9.81832,122.45562,30.2,807,0.47,0.014,0.05,1.5,6
49.231,139.169,78.25, , , , , ,1
40.4008,38.005,49.95, , , , , ,1
-1.952,101.206,3.96, , , , , ,1
13.71756,-84.7808,61, , , , , ,1
40.6562,40.7224,83.25, , , , , ,1
49.82171,-120.39422,200, , , , , ,1
55.20001,-124.52832,186.9, , , , , ,1
40.47222,23.70361,19.9,568,0.35, ,0.47, ,5
12.15,106.61, , , , , , ,1
57.33251,-126.80196, , , , , , ,1
10.52,124.96,12.81, , , , , ,1
40.0673,29.0895,28.47, , , , , ,1
46.4132,73.99084,310, , , , , ,1
32.43666,-106.58676, , , , , , ,1
38.1924,47.2793,19.5, ,0.05, , , ,1
28.1437,99.9615,221, , , , , ,1
43.5597,83.8413,290, , , , , ,1
44.76501,21.96221,65, , , , , ,1
29.2439,61.9172,16.9, , , , , ,1
54.0107,90.1986,397,233,0.17,0.058, ,2.3,4
32.2167,58.35,165, , , , , ,1
35.7917,57.0167, , , , , , ,1
63.77479,25.25742,1885, , , , , ,1
48.0948,114.7997,290, , , , , ,1
32.86667,83.5,118.45,529,0.55, ,0.08,1.17,5
39.85806,-112.125,36,360,0.33,0.01, , ,5
50.76218,60.05661, , , , , , ,1
41.739,25.314,32.82, , , , , ,1
57.68583,-130.48389, ,8.393,0.18, ,1.268, ,2
-22.83944,-69.30278,57,2637.8,0.461,0.0108, , ,6
52.53244,62.44861, , , , , , ,1
34.48028,-111.86528,1734,40.708,0.31,0.07, ,3.428,3
54.7,157.53333,14.18, , , , , ,1
55.23361,-124.52252,186.9, , , , , ,1
16.75,120.70083, , , , , , ,1
41.056,25.786,19.62, , , , , ,1
47.96667,-80.75,2633, , , , , ,1
49.44862,-117.36363,182.4, , , , , ,1
-5.01667,141.21667,3.9,125,0.521, ,0.052, ,4
32.18345,-109.02187,57.5, , , , , ,1
63.3,-146.699, ,4,1.1, ,1.6,12.6,2
44.01933,-109.63045,28,58.968,0.35, , , ,3
33.64135,-114.37017,57.5,3.357,0.6, , , ,2
41.04167,23.325, , , , , , ,1
-23.60545,150.46152,244.45,100,0.2, , , ,4
39.318,26.256, , , , , , ,1
28.39938,-109.80208,57,87.2,0.43, , , ,3
-0.46965,127.40596,12.81, , , , , ,1
9.56667,122.63333, ,26,0.35,0.015, , ,3
60.8161,-135.48082, , , , , , ,1
48.1978,138.1997, , , , , , ,1
41.93828,27.50634,77.64,8,0.41,0.003,0.08, ,2
9.363,-82.976,14.18, , , , , ,1
11.81667,125.25,10,32.5,0.61, ,0.62,21,3
38.78,-117.95,81,23.1,0.33, ,0.58, ,2
56.50445,-130.2678,196,382,0.406, ,0.76,2.2,5
43.91667,-113.6667, ,15,0.42, , , ,2
16.577,120.68368, ,123,0.35,0.007,0.13,2.4,4
51.20111,132.36139,78.25, , , , , ,1
44.3833,107.6333,290, , , , , ,1
46.61083,25.39389,8, , , , , ,1
-37.51922,148.48857,406.25, , , , , ,1
-3.648,135.802, , , , , , ,1
5.267,117.117, , , , , , ,1
38.6948,46.7028,22.3,3000,0.7,0.005, , ,6
44.62471,-109.75294,44.95, , , , , ,1
31.45111,-110.74611, ,2086.56,0.278,0.0065, ,2.783,6
48.00861,-121.50361,28,64.411,0.319,0.0426,0.023, ,3
54.49139,-127.17972,72, , , , , ,1
36.763,91.0157,238, , , , , ,1
33.3273,-111.01914,60,997.92,0.545, , , ,6
29.3167,57.4417, , , , , , ,1
29.2917,57.4833, , , , , , ,1
9.612,125.445,12.81, , , , , ,1
40.8887,40.0376, , , , , , ,1
64.0016,24.15409,1885, , , , , ,1
-9.69,160.08,1.54, , , , , ,1
-3.761,-78.463,154.9, , , , , ,1
46.8833,115.4889, , , , , , ,1
34.16878,-113.84117,57.5, , , , , ,1
30.2137,55.4237,14.18, , , , , ,1
30.287,55.4093,14.18, , , , , ,1
53.85031,-127.18082,48, , , , , ,1
-2.8167,151.9667, , , , , , ,1
12.37311,122.05087, , , , , , ,1
12.64083,122.14759, , , , , , ,1
63.717,160.033, , , , , , ,1
-24.56667,-67.78333,29,3086,0.419,0.0127,0.071, ,6
48.9667,97.25,290, , , , , ,1
7.034,126.194,12.81, , , , , ,1
27.0134,-107.75442,33.95,3,0.3, ,0.4, ,2
64.02078,24.20568,1885, , , , , ,1
51.46875,120.4625,200, ,0.4, , , ,1
31.69692,118.70651, ,9.167,0.48, , , ,2
34.4259,105.779, ,1.538,0.52, , , ,2
55.70361,-125.24612,177.4, , , , , ,1
4.834,96.594, , , , , , ,1
47.5442,92.787, , , , , , ,1
29.5917,56.2917,24.7,13,0.52, , , ,2
55.84245,61.76742, , , , , , ,1
54.0833,123.8333,290, , , , , ,1
46.26667,22.15,8.2,150,0.35, ,0.6, ,4
13.657,121.156, , , , , , ,1
42.55106,72.76781,444,800,0.18, ,0.29, ,6
57.254,60.797, , , , , , ,1
64.98722,19.77167,1878,44,0.27, , , ,3
33.3833,54.95,44.95, , , , , ,1
55.97201,-125.50392,179,7.2,0.55, , ,4.11,2
8.388,123.066,14.18, , , , , ,1
-30.8647,-70.3305,15.8,600.2,0.312, ,0.323,9.387,5
8.49,126.06,12.81, , , , , ,1
25.66844,-107.3516,53.95,1073.3,0.174,0.0147, , ,6
6.46667,125.05,4.25,2940,0.519,0.0064,0.186, ,6
47.1588,93.1741, , , , , , ,1
18.25739,-66.79069,44.5,126,0.64,0.005,0.38,1.7,4
29.36029,88.68559, , , , , , ,1
29.91047,93.06741,19.88, , , , , ,1
23.17846,-105.77246, , , , , , ,1
-4.085,137.039, , , , , , ,1
5.0333,95.95,9.01,600,0.15,0.02, , ,5
29.1122,62.1017,23.75,214,0.6,0.01, , ,4
-4.474,103.126,13.8, , , , , ,1
35.385,58.607,19.62, , , , , ,1
-6.72528,-78.66944,13.4,149.727,0.72, ,0.27,446,4
0.5166,123.21,3.7,43,0.54, ,0.075, ,3
13.43333,122.0,20.8,177,0.52,0.004,0.12,0.4,4
9.46247,125.46917,12.81, , , , , ,1
9.515,125.457,12.81, , , , , ,1
8.372,123.131, , , , , , ,1
46.8167,104.4333,290, , , , , ,1
51.26691,-123.85722,83.25, , , , , ,1
36.7833,48.4833, , , , , , ,1
-16.93306,144.26611, ,0.176,1.5, , , ,2
53.797,61.008, ,10.25,0.99,0.0003,0.09,7.05,2
51.10441,-123.40002,85.9,15,0.53,0.012,0.53, ,2
40.9312,41.4125,83.25, , , , , ,1
19.69166,-97.14688, , , , , , ,1
-2.82,151.94, , , , , , ,1
63.52083,-141.32361,71.5,68.3,0.275,0.039, , ,3
-17.702,177.53, , , , , , ,1
16.38726,120.84205,3.6,225,0.4,0.008,0.3,1.7,4
13.76439,121.21082,7.32,968,0.217,0.003,0.09,0.675,6
41.118,44.8457,145.8,459.244,0.36,0.022,0.01,0.66,5
41.3771,70.02741,295, , , , , ,1
-1.56667,-79.13333,19.2, , , , , ,1
49.5333,105.2333,290, , , , , ,1
49.05,113.4,290, , , , , ,1
-34.32782,147.46855,436.4,279,0.3, ,0.2, ,5
45.2501,112.119,290, , , , , ,1
19.13023,-102.93794, ,225.686,0.189,0.0044,0.274,1.568,4
39.63,27.1069,25.25,24.1,0.328,0.042, , ,2
19.51667,-72.7,66, , , , , ,1
49.5167,95.8167, , , , , , ,1
63.1795,-142.9162,70, , , , , ,1
49.62973,-124.31168, , , , , , ,1
49.83691,-120.56722,200, , , , , ,1
-37.09583,175.55722,11.2, , , , , ,1
38.0406,-107.67041,57.5, , , , , ,1
62.81,-144.08, , , , , , ,1
7.3978,126.0397,12.81, , , , , ,1
54.75001,-126.3378,78.3, , , , , ,1
50.00786,-120.00409, ,36.75,1.3, , , ,3
-37.6078,142.6124,500.6,28.1,0.4, , , ,3
-17.01808,-71.77417, ,746.064,0.352, , , ,6
19.21736,-100.48364,131,500,0.6, ,0.1, ,5
42.54222,126.95028,120.8, , , , , ,1
17.6167,120.8667, , , , , , ,1
-18.59333,-69.45, ,500,0.2, , , ,5
32.883,83.517,120.1,2089,0.53, ,0.13, ,6
14.03,108.55, , , , , , ,1
63.38198,24.24007,1885, , , , , ,1
-5.046,141.208, , , , , , ,1
32.1083,60.5833,16.95, , , , , ,1
44.0312,21.9999, , , , , , ,1
51.93701,-121.24922,219.15, , , , , ,1
55.83081,-125.32252,177.4, , , , , ,1
39.29515,-106.47345,36, , , , , ,1
45.56667,22.23333,65, , , , , ,1
29.1114,63.7436,23.84, , , , , ,1
29.59393,90.04799,15.9, , , , , ,1
-13.68611,-75.09306,100, , , , , ,1
-14.90833,-71.31333,41.9,89,1.167, ,0.186, ,3
-7.93,111.088, , , , , , ,1
-8.474,157.793, , , , , , ,1
6.063,-75.811, ,503.7,0.104, ,0.358, ,5
-19.99371,146.69196,395, , , , , ,1
1.137,127.677,3.96, , , , , ,1
49.7333,105.3,290, , , , , ,1
-22.41667,-68.95,37.8,2550,0.47, , , ,6
15.31977,-92.33076,5.75, , , , , ,1
0.3452,123.4,2.6,400.6,0.48, ,0.43,1.66,5
38.5667,-106.3702,44.95,1002,0.19,0.031,0.015,1.8,6
54.93769,61.22972,427,331.1,0.47, ,0.12, ,5
56.5139,-4.1275, , , , , , ,1
22.79955,103.03607,34.4, ,1.25,0.218, , ,1
29.01361,117.72444,171.6,1130.43,0.46,0.01,0.19, ,6
29.9987,114.839,143.8,45,0.94,0.04, , ,3
35.36668,111.67056,2105.7,440,0.69,0.0032, ,0.22,5
50.1166,125.768,473,27.23,1.2, ,0.77,8.013,3
39.8897,29.4653,46.74,120,0.17, , , ,4
-17.245,-70.61389,57.1,5373.425,0.327,0.013, , ,6
-11.6,-76.13333,7.4,2168,0.447,0.0171, ,7.076,6
44.0953,107.7509,290, , , , , ,1
-20.42472,146.77861,285, , , , , ,1
40.7438,40.6025, , , , , , ,1
55.41223,-126.31224,49, , , , , ,1
-14.49639,-72.87278,29.34,1176,0.422,0.0079, ,2.517,6
62.8777,-149.2943,49.95, , , , , ,1
56.58333,-130.13333, ,641.93,0.15, ,0.91,5.45,5
-8.266,111.812, , , , , , ,1
19.74718,-72.64409, , , , , , ,1
47.09194,-84.47833,1098.28,165,0.15,0.03, , ,4
46.13998,23.13901,12.6, , , , , ,1
63.3702,-142.5104,57.5, , , , , ,1
51.01024,-74.46643, ,98.05,0.094, ,0.973, ,4
53.545,-127.36833,77.69, , , , , ,1
62.0469,-140.98252, , , , , , ,1
49.0817,103.8978,290, , , , , ,1
48.596,104.593,290, , , , , ,1
45.8948,102.8991,290, , , , , ,1
43.8605,108.3441,370.4,240,0.53,0.018,0.08, ,4
42.35528,24.33917,90,6.6,0.47, , , ,2
45.95,100.1694,290, , , , , ,1
48.6,98.95, , , , , , ,1
40.44167,23.725,26.9, , , , , ,1
41.1,44.5833, , , , , , ,1
45.8167,104.3667,290, , , , , ,1
49.1333,105.7,290, , , , , ,1
43.9,107.65,290, , , , , ,1
39.923,29.617,49.18, , , , , ,1
-8.583,114.017,4.303,1942,0.5, ,0.5, ,6
14.928,-86.906,61, , , , , ,1
19.70017,-97.84979,17.8, , , , , ,1
54.28333,157.66667,14.9, , , , , ,1
-4.25,-79.25,147, , , , , ,1
35.9304,97.6613, , , , , , ,1
-46.03333,-72.15,100, , , , , ,1
39.6793,30.7812,67, , , , , ,1
50.19311,-120.60942,187.7, , , , , ,1
46.7167,104.7667,290, , , , , ,1
31.77392,-109.82401,57.5, , , , , ,1
48.2012,102.9799,290, , , , , ,1
61.2903,-134.82252,219.15, , , , , ,1
-17.696,177.599,3.96, , , , , ,1
42.1038,92.5576,324.5,674.34,0.61,0.001,0.1,1.28,5
52.6641,125.011, , , , , , ,1
31.89278,-111.03528,54.7,117,0.473,0.025, ,3.993,4
31.76806,-110.46194,74,29.03,0.28,0.01, , ,3
59.48,162.98,14.18, , , , , ,1
32.64401,-108.37229,55,1145,0.283, , , ,6
-5.611,150.942,23.5, , , , , ,1
35.2723,58.6071, , , , , , ,1
17.46667,120.85, , , , , , ,1
50.75573,138.7646,78.25, , , , , ,1
50.03171,-126.81252,38, , , , , ,1
-20.99278,-68.63722,35.2,1298,0.71, , , ,6
44.0333,106.2,290, , , , , ,1
48.2012,102.9799,290, , , , , ,1
44.4464,109.5385,290, , , , , ,1
46.8574,104.1268,214, , , , , ,1
48.2167,102.8667,290, , , , , ,1
44.4,108.1,290, , , , , ,1
43.1244,106.9066,361.4, , , , , ,1
44.815,112.852,134.1, , , , , ,1
49.6167,89.1167,290, , , , , ,1
43.6,108.15,290, , , , , ,1
9.83056,122.5,24.94, , , , , ,1
48.7,102.7667,290, , , , , ,1
46.7379,104.8669,290, , , , , ,1
46.7292,104.7542,290, , , , , ,1
62.8597,-149.3179, , , , , , ,1
45.3834,84.0366,290, , , , , ,1
45.9538,84.4013,290, , , , , ,1
46.0183,84.4441,290, , , , , ,1
45.8639,84.509,290, , , , , ,1
45.9651,84.6566,290, , , , , ,1
46.0835,84.7486,290, , , , , ,1
45.9517,84.8483,290, , , , , ,1
46.0988,84.9336,290, , , , , ,1
45.5833,102.7333, , , , , , ,1
46.7167,103.1333,290, , , , , ,1
46.6347,104.85,290, , , , , ,1
47.25,105.2667,290, , , , , ,1
43.3833,106.5,290, , , , , ,1
48.9833,113.4,290, , , , , ,1
48.9333,113.45,290, , , , , ,1
48.8556,113.5292,290, , , , , ,1
44.24102,116.32132, , , , , , ,1
49.35532,116.5891, , , , , , ,1
49.49182,116.67038, , , , , , ,1
43.71713,117.32251, , , , , , ,1
43.77012,118.75876, , , , , , ,1
44.38076,119.38422, , , , , , ,1
43.84739,119.49401, , , , , , ,1
47.16599,119.91763, , , , , , ,1
51.45205,120.19965, , , , , , ,1
50.805,120.81687, , , , , , ,1
48.71693,120.89251, , , , , , ,1
47.99314,121.30024, , , , , , ,1
53.24377,121.69992, , , , , , ,1
52.19933,124.34076, , , , , , ,1
51.20266,126.66599, , , , , , ,1
51.1189,126.71345, , , , , , ,1
-5.613,150.918, , , , , , ,1
-3.341,151.888, , , , , , ,1
-3.388,151.977, , , , , , ,1
67.6804,-148.814,388, , , , , ,1
58.983,-136.341,35.5, , , , , ,1
66.1809,-155.8346,81.9, , , , , ,1
62.1096,-141.6273, , , , , , ,1
62.2845,-148.9806, , , , , , ,1
62.79,-144.01, , , , , , ,1
62.1803,-142.8361,109.5, , , , , ,1
55.40979,-133.29892, , , , , , ,1
56.34,-157.88, , , , , , ,1
62.2169,-142.9296, , , , , , ,1
62.0786,-141.2527,111, , , , , ,1
55.254,-160.633,14.6, , , , , ,1
57.9119,-136.3477, , , , , , ,1
62.9,-144.08, , , , , , ,1
7.37496,126.03327,12.81, , , , , ,1
49.233,113.4793,290, , , , , ,1
8.439,125.87,12.81, , , , , ,1
49.4167,105.4167,290, , , , , ,1
38.3667,39.1188,83.25, , , , , ,1
41.6955,28.06963,83.25, , , , , ,1
66.525,19.81361,1889, , , , , ,1
46.1137,22.8668,12.81, , , , , ,1
45.71039,22.27747,74.68, , , , , ,1
46.08367,22.86405,11.35,100,0.25, ,0.31, ,4
46.14889,22.99502,15, , , , , ,1
-29.13005,-69.86656,9.95,1413,0.5,0.0062,0.2,0.96,6
44.20327,21.93694, ,485,0.2, ,0.04, ,5
-30.52519,-70.68457, ,27.891,0.075, ,0.533,8.28,3
61.9999,28.78237,1880, , , , , ,1
52.94492,62.15242,310,70.75,0.488, ,0.966,0.5,3
41.145,22.975,17.5,15,0.3, ,0.8, ,2
63.55,158.833,80, , , , , ,1
55.20171,-124.88862,186.9, , , , , ,1
-32.92127,147.99828,439.2, , , , , ,1
32.5822,-112.05991, ,95.3,0.56,0.014, , ,4
44.12183,22.11548,87.9,1091.3,0.321,0.0218,0.07,0.4,6
42.145,27.743, , , , , , ,1
31.46157,-110.77127,57.5, , , , , ,1
67.63333,-149.33333,390, , , , , ,1
46.5333,136.4303, , , , , , ,1
66.11667,164.38333,83.25, , , , , ,1
41.0662,45.0584, , , , , , ,1
50.46171,-121.01972,206.3, , , , , ,1
40.32856,-114.55157, , , , , , ,1
16.84,120.8, , , , , , ,1
-29.83194,-69.88333,13.5, ,0.85-2.16, ,0.24-0.37, ,1
59.06072,152.31785,0.7, , , , , ,1
15.151,121.1667, , , , , , ,1
63.25017,24.19981,1885, , , , , ,1
49.34061,-120.51192,201.6,1.305,0.42, , , ,2
-32.88333,-70.23333,11.2,1141,0.42,0.014, , ,6
42.353,24.21382,87.24,85,0.23, , , ,3
46.06111,22.96667,11.6, , , , , ,1
49.33971,-120.50082,201.6, , , , , ,1
45.3469,74.39088, , ,0.7, ,0.25,5,1
54.63333,59.8,381, , , , , ,1
48.43,18.78,14.5,18,0.8, ,0.6, ,2
-17.681,177.496, , , , , , ,1
48.443,18.886,15,66,0.34, ,0.67,5,3
-3.671,137.047, , , , , , ,1
7.36702,125.91679,12.81, , , , , ,1
-17.877,177.941, , , , , , ,1
-21.80807,148.81505,122.75, , , , , ,1
-18.056,178.187,6.3,23,0.75, ,0.25, ,2
-2.161,147.03, , , , , , ,1
-6.75,146.283,12,45,0.3, ,0.12, ,3
26.16251,100.18736,29, , , , , ,1
27.1493,119.327, ,4.554,1.01, , , ,2
-3.78333,-78.6,154,206.635,0.41,0.03, , ,4
56.15,-158.41,6.5, , , , , ,1
29.89501,-110.0678,45.7,1.2,1.8,0.106,0.172,15.8,2
-4.724,142.371, , , , , , ,1
39.0,-119.2167, ,78.3,0.36, , , ,3
-4.397,152.9, , , , , , ,1
49.37501,-120.89692, , , , , , ,1
62.413,-149.3233, , , , , , ,1
34.601,105.113,214, , , , , ,1
-32.62167,-70.25556, ,1465,0.504,0.0083,0.05, ,6
-42.0,145.5833, ,12.4,1.3, ,0.3, ,2
49.29331,-120.75942, , , , , , ,1
61.95872,-152.59325,76.4,225,0.157, ,0.439,1.827,4
-24.8065,150.875,244.3,242,0.117,0.0239, ,1.54,4
53.75833,-127.215,82.9,31.6,0.06,0.0672, , ,3
49.88333,-117.36667,185,5.2,0.44, ,1.89,6.36,2
62.3489,-136.69362,212.5,33.078,0.777, ,0.264,3.011,3
50.33501,-120.86142,187.7, , , , , ,1
57.6822,-130.17172,205.1, , , , , ,1
55.21531,-126.36722, , , , , , ,1
58.1203,-131.67812, , , , , , ,1
50.61417,-120.53085,219.15, , , , , ,1
52.25723,-121.38113,196.9,268.6,0.296, ,0.11, ,5
46.12972,-67.5175, ,21,0.18, , , ,2
-34.3011,147.4178,436.4, , , , , ,1
51.53112,-120.28668, , , , , , ,1
30.1741,55.0668,8.48, , , , , ,1
37.2535,91.8303,215, , , , , ,1
45.3581,90.6808, , , , , , ,1
49.4239,117.301,177.6,478.261,0.46,0.0544, , ,5
43.4467,113.818,290, , , , , ,1
